"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0031431" "FBgn0031431" 2551145 2552825 "2L" "protein_coding"
"FBgn0031432" "FBgn0031432" 2562483 2564830 "2L" "protein_coding"
"FBgn0031434" "FBgn0031434" 2575280 2576997 "2L" "protein_coding"
"FBgn0031435" "FBgn0031435" 2577687 2579179 "2L" "protein_coding"
"FBgn0031436" "FBgn0031436" 2579201 2580172 "2L" "protein_coding"
"FBgn0031437" "FBgn0031437" 2580292 2581423 "2L" "protein_coding"
"FBgn0031440" "FBgn0031440" 2609994 2611283 "2L" "protein_coding"
"FBgn0031441" "FBgn0031441" 2646577 2647720 "2L" "protein_coding"
"FBgn0031442" "FBgn0031442" 2653046 2653926 "2L" "protein_coding"
"FBgn0031443" "FBgn0031443" 2655394 2657102 "2L" "protein_coding"
"FBgn0031444" "FBgn0031444" 2665062 2666265 "2L" "protein_coding"
"FBgn0031446" "FBgn0031446" 2695330 2696437 "2L" "protein_coding"
"FBgn0031449" "FBgn0031449" 2725674 2739830 "2L" "protein_coding"
"FBgn0031450" "FBgn0031450" 2739986 2743377 "2L" "protein_coding"
"FBgn0031451" "FBgn0031451" 2743375 2744934 "2L" "protein_coding"
"FBgn0031452" "FBgn0031452" 2745098 2746944 "2L" "protein_coding"
"FBgn0031453" "FBgn0031453" 2752445 2757975 "2L" "protein_coding"
"FBgn0031454" "FBgn0031454" 2758427 2759677 "2L" "protein_coding"
"FBgn0031455" "FBgn0031455" 2758427 2759677 "2L" "protein_coding"
"FBgn0031456" "FBgn0031456" 2759924 2763889 "2L" "protein_coding"
"FBgn0031457" "FBgn0031457" 2763416 2765665 "2L" "protein_coding"
"FBgn0031458" "FBgn0031458" 2766233 2767281 "2L" "protein_coding"
"FBgn0031459" "FBgn0031459" 2770135 2770904 "2L" "protein_coding"
"FBgn0031460" "FBgn0031460" 2770884 2771776 "2L" "protein_coding"
"FBgn0031461" "FBgn0031461" 2805261 2812376 "2L" "protein_coding"
"FBgn0031462" "FBgn0031462" 2812437 2814429 "2L" "protein_coding"
"FBgn0031463" "FBgn0031463" 2814336 2815760 "2L" "protein_coding"
"FBgn0031465" "FBgn0031465" 2823546 2825506 "2L" "protein_coding"
"FBgn0031466" "FBgn0031466" 2834887 2837833 "2L" "protein_coding"
"FBgn0031467" "FBgn0031467" 2838411 2839547 "2L" "protein_coding"
"FBgn0031468" "FBgn0031468" 2840124 2842638 "2L" "protein_coding"
"FBgn0031469" "FBgn0031469" 2842589 2844513 "2L" "protein_coding"
"FBgn0031470" "FBgn0031470" 2844601 2845734 "2L" "protein_coding"
"FBgn0031471" "FBgn0031471" 2845926 2847212 "2L" "protein_coding"
"FBgn0031472" "FBgn0031472" 2847632 2848997 "2L" "protein_coding"
"FBgn0031473" "FBgn0031473" 2848989 2855778 "2L" "protein_coding"
"FBgn0031474" "FBgn0031474" 2857164 2868548 "2L" "protein_coding"
"FBgn0031476" "FBgn0031476" 2869652 2870649 "2L" "protein_coding"
"FBgn0031478" "FBgn0031478" 2874890 2877168 "2L" "protein_coding"
"FBgn0031479" "FBgn0031479" 2877091 2878232 "2L" "protein_coding"
"FBgn0031483" "FBgn0031483" 2974859 2976862 "2L" "protein_coding"
"FBgn0031484" "FBgn0031484" 2977122 2978500 "2L" "protein_coding"
"FBgn0031485" "FBgn0031485" 2978411 2979288 "2L" "protein_coding"
"FBgn0031488" "FBgn0031488" 2999286 3016069 "2L" "protein_coding"
"FBgn0031489" "FBgn0031489" 3016441 3018308 "2L" "protein_coding"
"FBgn0031490" "FBgn0031490" 3018508 3021506 "2L" "protein_coding"
"FBgn0031491" "FBgn0031491" 3021309 3023141 "2L" "protein_coding"
"FBgn0031492" "FBgn0031492" 3023226 3026439 "2L" "protein_coding"
"FBgn0031493" "FBgn0031493" 3026252 3029168 "2L" "protein_coding"
"FBgn0031494" "FBgn0031494" 3029253 3030616 "2L" "protein_coding"
"FBgn0031495" "FBgn0031495" 3030539 3032300 "2L" "protein_coding"
"FBgn0031496" "FBgn0031496" 3032210 3035348 "2L" "protein_coding"
"FBgn0031497" "FBgn0031497" 3035493 3037403 "2L" "protein_coding"
"FBgn0031498" "FBgn0031498" 3037230 3038793 "2L" "protein_coding"
"FBgn0031500" "FBgn0031500" 3039976 3041890 "2L" "protein_coding"
"FBgn0031501" "FBgn0031501" 3042551 3043593 "2L" "protein_coding"
"FBgn0031504" "FBgn0031504" 3128635 3129489 "2L" "protein_coding"
"FBgn0031505" "FBgn0031505" 3144953 3145848 "2L" "protein_coding"
"FBgn0031512" "FBgn0031512" 3173972 3174504 "2L" "protein_coding"
"FBgn0031513" "FBgn0031513" 3269437 3271806 "2L" "protein_coding"
"FBgn0031514" "FBgn0031514" 3275800 3280534 "2L" "protein_coding"
"FBgn0031515" "FBgn0031515" 3291245 3294706 "2L" "protein_coding"
"FBgn0031516" "FBgn0031516" 3294926 3303130 "2L" "protein_coding"
"FBgn0031517" "FBgn0031517" 3309222 3311682 "2L" "protein_coding"
"FBgn0031518" "FBgn0031518" 3304100 3317418 "2L" "protein_coding"
"FBgn0031519" "FBgn0031519" 3316794 3319872 "2L" "protein_coding"
"FBgn0031520" "FBgn0031520" 3320245 3323141 "2L" "protein_coding"
"FBgn0031522" "FBgn0031522" 3330928 3332876 "2L" "protein_coding"
"FBgn0031523" "FBgn0031523" 3332814 3334790 "2L" "protein_coding"
"FBgn0031526" "FBgn0031526" 3357646 3358618 "2L" "protein_coding"
"FBgn0031528" "FBgn0031528" 3373567 3375711 "2L" "protein_coding"
"FBgn0031529" "FBgn0031529" 3375832 3376737 "2L" "protein_coding"
"FBgn0031530" "FBgn0031530" 3404460 3426719 "2L" "protein_coding"
"FBgn0031531" "FBgn0031531" 3410560 3411199 "2L" "protein_coding"
"FBgn0031533" "FBgn0031533" 3445992 3447589 "2L" "protein_coding"
"FBgn0031534" "FBgn0031534" 3449683 3452106 "2L" "protein_coding"
"FBgn0031535" "FBgn0031535" 3452466 3453755 "2L" "protein_coding"
"FBgn0031536" "FBgn0031536" 3453697 3457064 "2L" "protein_coding"
"FBgn0031538" "FBgn0031538" 3460322 3461952 "2L" "protein_coding"
"FBgn0031540" "FBgn0031540" 3467342 3470004 "2L" "protein_coding"
"FBgn0031542" "FBgn0031542" 3480755 3491071 "2L" "protein_coding"
"FBgn0031544" "FBgn0031544" 3514872 3517264 "2L" "protein_coding"
"FBgn0031545" "FBgn0031545" 3517273 3519651 "2L" "protein_coding"
"FBgn0031546" "FBgn0031546" 3519677 3522555 "2L" "protein_coding"
"FBgn0031547" "FBgn0031547" 3522521 3524056 "2L" "protein_coding"
"FBgn0031548" "FBgn0031548" 3525131 3527588 "2L" "protein_coding"
"FBgn0031549" "FBgn0031549" 3527387 3530317 "2L" "protein_coding"
"FBgn0031550" "FBgn0031550" 3530789 3532678 "2L" "protein_coding"
"FBgn0031554" "FBgn0031554" 3621110 3621704 "2L" "protein_coding"
"FBgn0031558" "FBgn0031558" 3692123 3692587 "2L" "protein_coding"
"FBgn0031559" "FBgn0031559" 3692699 3693182 "2L" "protein_coding"
"FBgn0031560" "FBgn0031560" 3695032 3695411 "2L" "protein_coding"
"FBgn0031561" "FBgn0031561" 3696218 3696658 "2L" "protein_coding"
"FBgn0031562" "FBgn0031562" 3697242 3697872 "2L" "protein_coding"
"FBgn0031563" "FBgn0031563" 3698451 3699092 "2L" "protein_coding"
"FBgn0031564" "FBgn0031564" 3703659 3704253 "2L" "protein_coding"
"FBgn0031566" "FBgn0031566" 3713360 3716810 "2L" "protein_coding"
"FBgn0031568" "FBgn0031568" 3730466 3754617 "2L" "protein_coding"
"FBgn0031571" "FBgn0031571" 3787167 3802726 "2L" "protein_coding"
"FBgn0031573" "FBgn0031573" 3810801 3813410 "2L" "protein_coding"
"FBgn0031574" "FBgn0031574" 3862668 3867507 "2L" "protein_coding"
"FBgn0031575" "FBgn0031575" 3867697 3871425 "2L" "protein_coding"
"FBgn0031579" "FBgn0031579" 4004984 4005670 "2L" "protein_coding"
"FBgn0031580" "FBgn0031580" 4006041 4006606 "2L" "protein_coding"
"FBgn0031585" "FBgn0031585" 4149279 4151203 "2L" "protein_coding"
"FBgn0031589" "FBgn0031589" 4189340 4198071 "2L" "protein_coding"
"FBgn0031590" "FBgn0031590" 4224650 4227097 "2L" "protein_coding"
"FBgn0031592" "FBgn0031592" 4277696 4281324 "2L" "protein_coding"
"FBgn0031596" "FBgn0031596" 4352975 4354034 "2L" "protein_coding"
"FBgn0031597" "FBgn0031597" 4380722 4382735 "2L" "protein_coding"
"FBgn0031598" "FBgn0031598" 4382925 4386062 "2L" "protein_coding"
"FBgn0031600" "FBgn0031600" 4392770 4393876 "2L" "protein_coding"
"FBgn0031601" "FBgn0031601" 4403251 4403955 "2L" "protein_coding"
"FBgn0031602" "FBgn0031602" 4403992 4441282 "2L" "protein_coding"
"FBgn0031603" "FBgn0031603" 4442320 4442985 "2L" "protein_coding"
"FBgn0031604" "FBgn0031604" 4444732 4446765 "2L" "protein_coding"
"FBgn0031606" "FBgn0031606" 4449295 4453038 "2L" "protein_coding"
"FBgn0031607" "FBgn0031607" 4453169 4454453 "2L" "protein_coding"
"FBgn0031608" "FBgn0031608" 4459729 4461746 "2L" "protein_coding"
"FBgn0031609" "FBgn0031609" 4461657 4463447 "2L" "protein_coding"
"FBgn0031610" "FBgn0031610" 4463611 4465075 "2L" "protein_coding"
"FBgn0031611" "FBgn0031611" 4465174 4468022 "2L" "protein_coding"
"FBgn0031613" "FBgn0031613" 4577719 4578218 "2L" "protein_coding"
"FBgn0031617" "FBgn0031617" 4642972 4646562 "2L" "protein_coding"
"FBgn0031619" "FBgn0031619" 4651403 4652892 "2L" "protein_coding"
"FBgn0031620" "FBgn0031620" 4682677 4687232 "2L" "protein_coding"
"FBgn0031621" "FBgn0031621" 4687511 4688956 "2L" "protein_coding"
"FBgn0031622" "FBgn0031622" 4688965 4690702 "2L" "protein_coding"
"FBgn0031623" "FBgn0031623" 4700835 4701485 "2L" "protein_coding"
"FBgn0031626" "FBgn0031626" 4732413 4734458 "2L" "protein_coding"
"FBgn0031627" "FBgn0031627" 4734592 4794044 "2L" "protein_coding"
"FBgn0031628" "FBgn0031628" 4794549 4796581 "2L" "protein_coding"
"FBgn0031630" "FBgn0031630" 4813009 4815891 "2L" "protein_coding"
"FBgn0031631" "FBgn0031631" 4815613 4818245 "2L" "protein_coding"
"FBgn0031632" "FBgn0031632" 4821774 4828945 "2L" "protein_coding"
"FBgn0031633" "FBgn0031633" 4829214 4830693 "2L" "protein_coding"
"FBgn0031634" "FBgn0031634" 4830846 4835300 "2L" "protein_coding"
"FBgn0031635" "FBgn0031635" 4835335 4837999 "2L" "protein_coding"
"FBgn0031636" "FBgn0031636" 4838347 4841465 "2L" "protein_coding"
"FBgn0031637" "FBgn0031637" 4841482 4847295 "2L" "protein_coding"
"FBgn0031638" "FBgn0031638" 4847766 4849499 "2L" "protein_coding"
"FBgn0031639" "FBgn0031639" 4849439 4850419 "2L" "protein_coding"
"FBgn0031640" "FBgn0031640" 4850641 4852640 "2L" "protein_coding"
"FBgn0031643" "FBgn0031643" 4883298 4885669 "2L" "protein_coding"
"FBgn0031644" "FBgn0031644" 4889995 4891277 "2L" "protein_coding"
"FBgn0031645" "FBgn0031645" 4892112 4903889 "2L" "protein_coding"
"FBgn0031646" "FBgn0031646" 4903865 4906762 "2L" "protein_coding"
"FBgn0031649" "FBgn0031649" 4933047 4936450 "2L" "protein_coding"
"FBgn0031650" "FBgn0031650" 4942742 4944305 "2L" "protein_coding"
"FBgn0031651" "FBgn0031651" 4944256 4945361 "2L" "protein_coding"
"FBgn0031652" "FBgn0031652" 4948206 4949784 "2L" "protein_coding"
"FBgn0031653" "FBgn0031653" 4949941 4950767 "2L" "protein_coding"
"FBgn0031654" "FBgn0031654" 4952243 4953136 "2L" "protein_coding"
"FBgn0031655" "FBgn0031655" 4955509 4958292 "2L" "protein_coding"
"FBgn0031657" "FBgn0031657" 4969004 4970216 "2L" "protein_coding"
"FBgn0031659" "FBgn0031659" 4971702 4973687 "2L" "protein_coding"
"FBgn0031660" "FBgn0031660" 4973976 4975316 "2L" "protein_coding"
"FBgn0031661" "FBgn0031661" 4975300 4977023 "2L" "protein_coding"
"FBgn0031662" "FBgn0031662" 4977312 4978567 "2L" "protein_coding"
"FBgn0031663" "FBgn0031663" 4978484 4979379 "2L" "protein_coding"
"FBgn0031664" "FBgn0031664" 4979513 4981592 "2L" "protein_coding"
"FBgn0031668" "FBgn0031668" 5009931 5010834 "2L" "protein_coding"
"FBgn0031670" "FBgn0031670" 5010922 5012127 "2L" "protein_coding"
"FBgn0031673" "FBgn0031673" 5040648 5044712 "2L" "protein_coding"
"FBgn0031675" "FBgn0031675" 5047818 5051062 "2L" "protein_coding"
"FBgn0031676" "FBgn0031676" 5052843 5054575 "2L" "protein_coding"
"FBgn0031677" "FBgn0031677" 5054579 5055016 "2L" "protein_coding"
"FBgn0031678" "FBgn0031678" 5055982 5058248 "2L" "protein_coding"
"FBgn0031681" "FBgn0031681" 5072170 5093592 "2L" "protein_coding"
"FBgn0031682" "FBgn0031682" 5093976 5095910 "2L" "protein_coding"
"FBgn0031683" "FBgn0031683" 5096227 5099294 "2L" "protein_coding"
"FBgn0031684" "FBgn0031684" 5099177 5100288 "2L" "protein_coding"
"FBgn0031688" "FBgn0031688" 5207267 5209345 "2L" "protein_coding"
"FBgn0031689" "FBgn0031689" 5210460 5212445 "2L" "protein_coding"
"FBgn0031690" "FBgn0031690" 5212395 5215081 "2L" "protein_coding"
"FBgn0031692" "FBgn0031692" 5216701 5219053 "2L" "protein_coding"
"FBgn0031693" "FBgn0031693" 5264001 5265899 "2L" "protein_coding"
"FBgn0031694" "FBgn0031694" 5266392 5268455 "2L" "protein_coding"
"FBgn0031695" "FBgn0031695" 5268498 5270329 "2L" "protein_coding"
"FBgn0031696" "FBgn0031696" 5278865 5283283 "2L" "protein_coding"
"FBgn0031697" "FBgn0031697" 5311311 5314895 "2L" "protein_coding"
"FBgn0031698" "FBgn0031698" 5315290 5326683 "2L" "protein_coding"
"FBgn0031700" "FBgn0031700" 5327975 5328879 "2L" "protein_coding"
"FBgn0031701" "FBgn0031701" 5329857 5330464 "2L" "protein_coding"
"FBgn0031702" "FBgn0031702" 5330470 5338073 "2L" "protein_coding"
"FBgn0031703" "FBgn0031703" 5339132 5342234 "2L" "protein_coding"
"FBgn0031707" "FBgn0031707" 5517737 5518949 "2L" "protein_coding"
"FBgn0031708" "FBgn0031708" 5518893 5519896 "2L" "protein_coding"
"FBgn0031710" "FBgn0031710" 5521281 5523898 "2L" "protein_coding"
"FBgn0031711" "FBgn0031711" 5524139 5525809 "2L" "protein_coding"
"FBgn0031713" "FBgn0031713" 5530620 5532223 "2L" "protein_coding"
"FBgn0031715" "FBgn0031715" 5535861 5536758 "2L" "protein_coding"
"FBgn0031716" "FBgn0031716" 5536850 5539196 "2L" "protein_coding"
"FBgn0031717" "FBgn0031717" 5547086 5549614 "2L" "protein_coding"
"FBgn0031718" "FBgn0031718" 5549709 5550835 "2L" "protein_coding"
"FBgn0031719" "FBgn0031719" 5551838 5552756 "2L" "protein_coding"
"FBgn0031720" "FBgn0031720" 5552843 5553850 "2L" "protein_coding"
"FBgn0031721" "FBgn0031721" 5553897 5555137 "2L" "protein_coding"
"FBgn0031722" "FBgn0031722" 5579580 5581116 "2L" "protein_coding"
"FBgn0031723" "FBgn0031723" 5587115 5588414 "2L" "protein_coding"
"FBgn0031724" "FBgn0031724" 5596833 5598636 "2L" "protein_coding"
"FBgn0031725" "FBgn0031725" 5601723 5617946 "2L" "protein_coding"
"FBgn0031726" "FBgn0031726" 5620615 5623762 "2L" "protein_coding"
"FBgn0031728" "FBgn0031728" 5662849 5670838 "2L" "protein_coding"
"FBgn0031729" "FBgn0031729" 5678582 5679499 "2L" "protein_coding"
"FBgn0031730" "FBgn0031730" 5706374 5713791 "2L" "protein_coding"
"FBgn0031731" "FBgn0031731" 5715349 5716680 "2L" "protein_coding"
"FBgn0031732" "FBgn0031732" 5718121 5720899 "2L" "protein_coding"
"FBgn0031733" "FBgn0031733" 5726415 5728811 "2L" "protein_coding"
"FBgn0031734" "FBgn0031734" 5733675 5741244 "2L" "protein_coding"
"FBgn0031735" "FBgn0031735" 5746157 5747961 "2L" "protein_coding"
"FBgn0031736" "FBgn0031736" 5724656 5762420 "2L" "protein_coding"
"FBgn0031737" "FBgn0031737" 5762553 5766142 "2L" "protein_coding"
"FBgn0031738" "FBgn0031738" 5767002 5800253 "2L" "protein_coding"
"FBgn0031739" "FBgn0031739" 5800517 5801975 "2L" "protein_coding"
"FBgn0031740" "FBgn0031740" 5802220 5804030 "2L" "protein_coding"
"FBgn0031741" "FBgn0031741" 5805395 5809063 "2L" "protein_coding"
"FBgn0031745" "FBgn0031745" 5859769 5879498 "2L" "protein_coding"
"FBgn0031746" "FBgn0031746" 5886002 5886609 "2L" "protein_coding"
"FBgn0031747" "FBgn0031747" 5903178 5904689 "2L" "protein_coding"
"FBgn0031749" "FBgn0031749" 5908927 5910289 "2L" "protein_coding"
"FBgn0031751" "FBgn0031751" 5922876 5923653 "2L" "protein_coding"
"FBgn0031752" "FBgn0031752" 5949450 5955235 "2L" "protein_coding"
"FBgn0031753" "FBgn0031753" 5955312 5956466 "2L" "protein_coding"
"FBgn0031756" "FBgn0031756" 5965391 5967752 "2L" "protein_coding"
"FBgn0031757" "FBgn0031757" 5968566 5969761 "2L" "protein_coding"
"FBgn0031758" "FBgn0031758" 5969859 5971025 "2L" "protein_coding"
"FBgn0031759" "FBgn0031759" 5989400 5999501 "2L" "protein_coding"
"FBgn0031760" "FBgn0031760" 6000228 6003738 "2L" "protein_coding"
"FBgn0031762" "FBgn0031762" 6007364 6012338 "2L" "protein_coding"
"FBgn0031763" "FBgn0031763" 6020835 6021718 "2L" "protein_coding"
"FBgn0031764" "FBgn0031764" 6022951 6024539 "2L" "protein_coding"
"FBgn0031765" "FBgn0031765" 6025870 6034423 "2L" "protein_coding"
"FBgn0031766" "FBgn0031766" 6036997 6037902 "2L" "protein_coding"
"FBgn0031768" "FBgn0031768" 6048002 6050474 "2L" "protein_coding"
"FBgn0031769" "FBgn0031769" 6050800 6053877 "2L" "protein_coding"
"FBgn0031770" "FBgn0031770" 6054302 6060169 "2L" "protein_coding"
"FBgn0031771" "FBgn0031771" 6060842 6062757 "2L" "protein_coding"
"FBgn0031772" "FBgn0031772" 6062989 6063671 "2L" "protein_coding"
"FBgn0031773" "FBgn0031773" 6063562 6065953 "2L" "protein_coding"
"FBgn0031774" "FBgn0031774" 6065997 6067635 "2L" "protein_coding"
"FBgn0031775" "FBgn0031775" 6067668 6068594 "2L" "protein_coding"
"FBgn0031776" "FBgn0031776" 6069079 6069838 "2L" "protein_coding"
"FBgn0031777" "FBgn0031777" 6069790 6070686 "2L" "protein_coding"
"FBgn0031779" "FBgn0031779" 6096698 6098966 "2L" "protein_coding"
"FBgn0031782" "FBgn0031782" 6125879 6127775 "2L" "protein_coding"
"FBgn0031784" "FBgn0031784" 6131023 6132484 "2L" "protein_coding"
"FBgn0031785" "FBgn0031785" 6139382 6145010 "2L" "protein_coding"
"FBgn0031786" "FBgn0031786" 6160400 6161309 "2L" "protein_coding"
"FBgn0031791" "FBgn0031791" 6255859 6256822 "2L" "protein_coding"
"FBgn0031792" "FBgn0031792" 6263557 6264490 "2L" "protein_coding"
"FBgn0031799" "FBgn0031799" 6332881 6338671 "2L" "protein_coding"
"FBgn0031800" "FBgn0031800" 6346430 6348427 "2L" "protein_coding"
"FBgn0031801" "FBgn0031801" 6349393 6351034 "2L" "protein_coding"
"FBgn0031802" "FBgn0031802" 6352324 6354331 "2L" "protein_coding"
"FBgn0031803" "FBgn0031803" 6354956 6356672 "2L" "protein_coding"
"FBgn0031804" "FBgn0031804" 6357005 6358318 "2L" "protein_coding"
"FBgn0031805" "FBgn0031805" 6367882 6370190 "2L" "protein_coding"
"FBgn0031808" "FBgn0031808" 6381266 6383419 "2L" "protein_coding"
"FBgn0031811" "FBgn0031811" 6412315 6415335 "2L" "protein_coding"
"FBgn0031813" "FBgn0031813" 6426724 6448403 "2L" "protein_coding"
"FBgn0031814" "FBgn0031814" 6448464 6455929 "2L" "protein_coding"
"FBgn0031815" "FBgn0031815" 6456052 6459008 "2L" "protein_coding"
"FBgn0031816" "FBgn0031816" 6459015 6465669 "2L" "protein_coding"
"FBgn0031817" "FBgn0031817" 6466217 6467698 "2L" "protein_coding"
"FBgn0031818" "FBgn0031818" 6474438 6476975 "2L" "protein_coding"
"FBgn0031820" "FBgn0031820" 6480929 6487576 "2L" "protein_coding"
"FBgn0031821" "FBgn0031821" 6487342 6488756 "2L" "protein_coding"
"FBgn0031822" "FBgn0031822" 6490155 6490843 "2L" "protein_coding"
"FBgn0031824" "FBgn0031824" 6492974 6494532 "2L" "protein_coding"
"FBgn0031826" "FBgn0031826" 6497053 6498466 "2L" "protein_coding"
"FBgn0031829" "FBgn0031829" 6555717 6557502 "2L" "protein_coding"
"FBgn0031830" "FBgn0031830" 6557800 6559308 "2L" "protein_coding"
"FBgn0031831" "FBgn0031831" 6559431 6560133 "2L" "protein_coding"
"FBgn0031832" "FBgn0031832" 6559426 6562289 "2L" "protein_coding"
"FBgn0031834" "FBgn0031834" 6564112 6566181 "2L" "protein_coding"
"FBgn0031835" "FBgn0031835" 6568400 6601068 "2L" "protein_coding"
"FBgn0031836" "FBgn0031836" 6611011 6617117 "2L" "protein_coding"
"FBgn0031837" "FBgn0031837" 6617134 6621700 "2L" "protein_coding"
"FBgn0031844" "FBgn0031844" 6662061 6663612 "2L" "protein_coding"
"FBgn0031848" "FBgn0031848" 6676649 6677625 "2L" "protein_coding"
"FBgn0031849" "FBgn0031849" 6684842 6686712 "2L" "protein_coding"
"FBgn0031850" "FBgn0031850" 6686791 6709086 "2L" "protein_coding"
"FBgn0031851" "FBgn0031851" 6717625 6719389 "2L" "protein_coding"
"FBgn0031853" "FBgn0031853" 6732866 6736149 "2L" "protein_coding"
"FBgn0031854" "FBgn0031854" 6736364 6740188 "2L" "protein_coding"
"FBgn0031855" "FBgn0031855" 6742502 6756133 "2L" "protein_coding"
"FBgn0031856" "FBgn0031856" 6757864 6759628 "2L" "protein_coding"
"FBgn0031857" "FBgn0031857" 6759829 6772755 "2L" "protein_coding"
"FBgn0031858" "FBgn0031858" 6774041 6778444 "2L" "protein_coding"
"FBgn0031859" "FBgn0031859" 6801358 6802840 "2L" "protein_coding"
"FBgn0031860" "FBgn0031860" 6803011 6804372 "2L" "protein_coding"
"FBgn0031861" "FBgn0031861" 6804324 6805792 "2L" "protein_coding"
"FBgn0031865" "FBgn0031865" 6860905 6870389 "2L" "protein_coding"
"FBgn0031866" "FBgn0031866" 6874900 6906656 "2L" "protein_coding"
"FBgn0031868" "FBgn0031868" 6908083 6911423 "2L" "protein_coding"
"FBgn0031869" "FBgn0031869" 6932545 6942814 "2L" "protein_coding"
"FBgn0031871" "FBgn0031871" 6943178 6945289 "2L" "protein_coding"
"FBgn0031872" "FBgn0031872" 6945464 6948808 "2L" "protein_coding"
"FBgn0031873" "FBgn0031873" 6949310 6950207 "2L" "protein_coding"
"FBgn0031874" "FBgn0031874" 6954357 6956950 "2L" "protein_coding"
"FBgn0031875" "FBgn0031875" 6957008 6959104 "2L" "protein_coding"
"FBgn0031876" "FBgn0031876" 6959099 6960328 "2L" "protein_coding"
"FBgn0031877" "FBgn0031877" 6960377 6961653 "2L" "protein_coding"
"FBgn0031878" "FBgn0031878" 6961516 6964074 "2L" "protein_coding"
"FBgn0031879" "FBgn0031879" 6972828 7010359 "2L" "protein_coding"
"FBgn0031881" "FBgn0031881" 7027526 7028959 "2L" "protein_coding"
"FBgn0031882" "FBgn0031882" 7030493 7032606 "2L" "protein_coding"
"FBgn0031883" "FBgn0031883" 7032721 7037878 "2L" "protein_coding"
"FBgn0031885" "FBgn0031885" 7056301 7063586 "2L" "protein_coding"
"FBgn0031886" "FBgn0031886" 7064431 7065837 "2L" "protein_coding"
"FBgn0031887" "FBgn0031887" 7067983 7069546 "2L" "protein_coding"
"FBgn0031888" "FBgn0031888" 7069536 7084635 "2L" "protein_coding"
"FBgn0031893" "FBgn0031893" 7182234 7185529 "2L" "protein_coding"
"FBgn0031894" "FBgn0031894" 7185461 7190010 "2L" "protein_coding"
"FBgn0031895" "FBgn0031895" 7190431 7194588 "2L" "protein_coding"
"FBgn0031896" "FBgn0031896" 7194908 7204264 "2L" "protein_coding"
"FBgn0031897" "FBgn0031897" 7204538 7220033 "2L" "protein_coding"
"FBgn0031900" "FBgn0031900" 7250607 7252982 "2L" "protein_coding"
"FBgn0031902" "FBgn0031902" 7333714 7352542 "2L" "protein_coding"
"FBgn0031903" "FBgn0031903" 7363379 7377528 "2L" "protein_coding"
"FBgn0031904" "FBgn0031904" 7384486 7388253 "2L" "protein_coding"
"FBgn0031905" "FBgn0031905" 7388508 7390902 "2L" "protein_coding"
"FBgn0031906" "FBgn0031906" 7390984 7398750 "2L" "protein_coding"
"FBgn0031907" "FBgn0031907" 7401335 7404727 "2L" "protein_coding"
"FBgn0031908" "FBgn0031908" 7405227 7408600 "2L" "protein_coding"
"FBgn0031909" "FBgn0031909" 7408533 7409809 "2L" "protein_coding"
"FBgn0031910" "FBgn0031910" 7410909 7412229 "2L" "protein_coding"
"FBgn0031913" "FBgn0031913" 7430530 7433516 "2L" "protein_coding"
"FBgn0031914" "FBgn0031914" 7437492 7445882 "2L" "protein_coding"
"FBgn0031918" "FBgn0031918" 7466543 7472493 "2L" "protein_coding"
"FBgn0031920" "FBgn0031920" 7474704 7476952 "2L" "protein_coding"
"FBgn0031925" "FBgn0031925" 7605600 7607701 "2L" "protein_coding"
"FBgn0031926" "FBgn0031926" 7608389 7616533 "2L" "protein_coding"
"FBgn0031929" "FBgn0031929" 7689311 7691061 "2L" "protein_coding"
"FBgn0031930" "FBgn0031930" 7691109 7692683 "2L" "protein_coding"
"FBgn0031935" "FBgn0031935" 7716974 7719487 "2L" "protein_coding"
"FBgn0031936" "FBgn0031936" 7719847 7722823 "2L" "protein_coding"
"FBgn0031937" "FBgn0031937" 7723045 7726298 "2L" "protein_coding"
"FBgn0031939" "FBgn0031939" 7727157 7732670 "2L" "protein_coding"
"FBgn0031940" "FBgn0031940" 7743682 7744839 "2L" "protein_coding"
"FBgn0031941" "FBgn0031941" 7747275 7747874 "2L" "protein_coding"
"FBgn0031942" "FBgn0031942" 7752170 7753186 "2L" "protein_coding"
"FBgn0031945" "FBgn0031945" 7767628 7775033 "2L" "protein_coding"
"FBgn0031946" "FBgn0031946" 7781465 7782760 "2L" "protein_coding"
"FBgn0031947" "FBgn0031947" 7782865 7786061 "2L" "protein_coding"
"FBgn0031948" "FBgn0031948" 7786160 7790557 "2L" "protein_coding"
"FBgn0031950" "FBgn0031950" 7796314 7800058 "2L" "protein_coding"
"FBgn0031951" "FBgn0031951" 7800147 7802098 "2L" "protein_coding"
"FBgn0031952" "FBgn0031952" 7801668 7810703 "2L" "protein_coding"
"FBgn0031954" "FBgn0031954" 7840452 7841262 "2L" "protein_coding"
"FBgn0031955" "FBgn0031955" 7844905 7855475 "2L" "protein_coding"
"FBgn0031957" "FBgn0031957" 7857957 7860839 "2L" "protein_coding"
"FBgn0031959" "FBgn0031959" 7873495 7879552 "2L" "protein_coding"
"FBgn0031961" "FBgn0031961" 7883282 7887513 "2L" "protein_coding"
"FBgn0031968" "FBgn0031968" 7983946 7986785 "2L" "protein_coding"
"FBgn0031969" "FBgn0031969" 7986786 7994184 "2L" "protein_coding"
"FBgn0031970" "FBgn0031970" 7994388 7998151 "2L" "protein_coding"
