"flybase_gene_id" "start_position" "end_position" "chromosome_name" "gene_biotype"
"FBgn0031611" "FBgn0031611" 4465174 4468022 "2L" "protein_coding"
"FBgn0031623" "FBgn0031623" 4700835 4701485 "2L" "protein_coding"
"FBgn0031628" "FBgn0031628" 4794549 4796581 "2L" "protein_coding"
"FBgn0031630" "FBgn0031630" 4813009 4815891 "2L" "protein_coding"
"FBgn0031631" "FBgn0031631" 4815613 4818245 "2L" "protein_coding"
"FBgn0031633" "FBgn0031633" 4829214 4830693 "2L" "protein_coding"
"FBgn0031635" "FBgn0031635" 4835335 4837999 "2L" "protein_coding"
"FBgn0031636" "FBgn0031636" 4838347 4841465 "2L" "protein_coding"
"FBgn0031637" "FBgn0031637" 4841482 4847295 "2L" "protein_coding"
"FBgn0031638" "FBgn0031638" 4847766 4849499 "2L" "protein_coding"
"FBgn0031639" "FBgn0031639" 4849439 4850419 "2L" "protein_coding"
"FBgn0031640" "FBgn0031640" 4850641 4852640 "2L" "protein_coding"
"FBgn0031643" "FBgn0031643" 4883298 4885669 "2L" "protein_coding"
"FBgn0031645" "FBgn0031645" 4892112 4903889 "2L" "protein_coding"
"FBgn0031649" "FBgn0031649" 4933047 4936450 "2L" "protein_coding"
"FBgn0031650" "FBgn0031650" 4942742 4944305 "2L" "protein_coding"
"FBgn0031651" "FBgn0031651" 4944256 4945361 "2L" "protein_coding"
"FBgn0031652" "FBgn0031652" 4948206 4949784 "2L" "protein_coding"
"FBgn0031655" "FBgn0031655" 4955509 4958292 "2L" "protein_coding"
"FBgn0031657" "FBgn0031657" 4969004 4970216 "2L" "protein_coding"
"FBgn0031659" "FBgn0031659" 4971702 4973687 "2L" "protein_coding"
"FBgn0031660" "FBgn0031660" 4973976 4975316 "2L" "protein_coding"
"FBgn0031661" "FBgn0031661" 4975300 4977023 "2L" "protein_coding"
"FBgn0031662" "FBgn0031662" 4977312 4978567 "2L" "protein_coding"
"FBgn0031663" "FBgn0031663" 4978484 4979379 "2L" "protein_coding"
"FBgn0031664" "FBgn0031664" 4979513 4981592 "2L" "protein_coding"
"FBgn0031668" "FBgn0031668" 5009931 5010834 "2L" "protein_coding"
"FBgn0031670" "FBgn0031670" 5010922 5012127 "2L" "protein_coding"
"FBgn0031673" "FBgn0031673" 5040648 5044712 "2L" "protein_coding"
"FBgn0031675" "FBgn0031675" 5047818 5051062 "2L" "protein_coding"
"FBgn0031676" "FBgn0031676" 5052843 5054575 "2L" "protein_coding"
"FBgn0031678" "FBgn0031678" 5055982 5058248 "2L" "protein_coding"
"FBgn0031681" "FBgn0031681" 5072170 5093592 "2L" "protein_coding"
"FBgn0031682" "FBgn0031682" 5093976 5095910 "2L" "protein_coding"
"FBgn0031683" "FBgn0031683" 5096227 5099294 "2L" "protein_coding"
"FBgn0031684" "FBgn0031684" 5099177 5100288 "2L" "protein_coding"
"FBgn0031688" "FBgn0031688" 5207267 5209345 "2L" "protein_coding"
"FBgn0031689" "FBgn0031689" 5210460 5212445 "2L" "protein_coding"
"FBgn0031693" "FBgn0031693" 5264001 5265899 "2L" "protein_coding"
"FBgn0031696" "FBgn0031696" 5278865 5283283 "2L" "protein_coding"
"FBgn0031698" "FBgn0031698" 5315290 5326683 "2L" "protein_coding"
"FBgn0031702" "FBgn0031702" 5330470 5338073 "2L" "protein_coding"
"FBgn0031703" "FBgn0031703" 5339132 5342234 "2L" "protein_coding"
"FBgn0031708" "FBgn0031708" 5518893 5519896 "2L" "protein_coding"
"FBgn0031710" "FBgn0031710" 5521281 5523898 "2L" "protein_coding"
"FBgn0031711" "FBgn0031711" 5524139 5525809 "2L" "protein_coding"
"FBgn0031713" "FBgn0031713" 5530620 5532223 "2L" "protein_coding"
"FBgn0031717" "FBgn0031717" 5547086 5549614 "2L" "protein_coding"
"FBgn0031734" "FBgn0031734" 5733675 5741244 "2L" "protein_coding"
"FBgn0031736" "FBgn0031736" 5724656 5762420 "2L" "protein_coding"
"FBgn0031737" "FBgn0031737" 5762553 5766142 "2L" "protein_coding"
"FBgn0031738" "FBgn0031738" 5767002 5800253 "2L" "protein_coding"
"FBgn0031739" "FBgn0031739" 5800517 5801975 "2L" "protein_coding"
"FBgn0031740" "FBgn0031740" 5802220 5804030 "2L" "protein_coding"
"FBgn0031745" "FBgn0031745" 5859769 5879498 "2L" "protein_coding"
"FBgn0031752" "FBgn0031752" 5949450 5955235 "2L" "protein_coding"
"FBgn0031756" "FBgn0031756" 5965391 5967752 "2L" "protein_coding"
"FBgn0031758" "FBgn0031758" 5969859 5971025 "2L" "protein_coding"
"FBgn0031759" "FBgn0031759" 5989400 5999501 "2L" "protein_coding"
"FBgn0031760" "FBgn0031760" 6000228 6003738 "2L" "protein_coding"
"FBgn0031764" "FBgn0031764" 6022951 6024539 "2L" "protein_coding"
"FBgn0031766" "FBgn0031766" 6036997 6037902 "2L" "protein_coding"
"FBgn0031768" "FBgn0031768" 6048002 6050474 "2L" "protein_coding"
"FBgn0031769" "FBgn0031769" 6050800 6053877 "2L" "protein_coding"
"FBgn0031771" "FBgn0031771" 6060842 6062757 "2L" "protein_coding"
"FBgn0031772" "FBgn0031772" 6062989 6063671 "2L" "protein_coding"
"FBgn0031773" "FBgn0031773" 6063562 6065953 "2L" "protein_coding"
"FBgn0031774" "FBgn0031774" 6065997 6067635 "2L" "protein_coding"
"FBgn0031776" "FBgn0031776" 6069079 6069838 "2L" "protein_coding"
"FBgn0031777" "FBgn0031777" 6069790 6070686 "2L" "protein_coding"
"FBgn0031779" "FBgn0031779" 6096698 6098966 "2L" "protein_coding"
"FBgn0031782" "FBgn0031782" 6125879 6127775 "2L" "protein_coding"
"FBgn0031791" "FBgn0031791" 6255859 6256822 "2L" "protein_coding"
"FBgn0031799" "FBgn0031799" 6332881 6338671 "2L" "protein_coding"
"FBgn0031801" "FBgn0031801" 6349393 6351034 "2L" "protein_coding"
"FBgn0031813" "FBgn0031813" 6426724 6448403 "2L" "protein_coding"
"FBgn0031814" "FBgn0031814" 6448464 6455929 "2L" "protein_coding"
"FBgn0031815" "FBgn0031815" 6456052 6459008 "2L" "protein_coding"
"FBgn0031816" "FBgn0031816" 6459015 6465669 "2L" "protein_coding"
"FBgn0031817" "FBgn0031817" 6466217 6467698 "2L" "protein_coding"
"FBgn0031818" "FBgn0031818" 6474438 6476975 "2L" "protein_coding"
"FBgn0031820" "FBgn0031820" 6480929 6487576 "2L" "protein_coding"
"FBgn0031821" "FBgn0031821" 6487342 6488756 "2L" "protein_coding"
"FBgn0031822" "FBgn0031822" 6490155 6490843 "2L" "protein_coding"
"FBgn0031824" "FBgn0031824" 6492974 6494532 "2L" "protein_coding"
"FBgn0031830" "FBgn0031830" 6557800 6559308 "2L" "protein_coding"
"FBgn0031832" "FBgn0031832" 6559426 6562289 "2L" "protein_coding"
"FBgn0031834" "FBgn0031834" 6564112 6566181 "2L" "protein_coding"
"FBgn0031836" "FBgn0031836" 6611011 6617117 "2L" "protein_coding"
"FBgn0031851" "FBgn0031851" 6717625 6719389 "2L" "protein_coding"
"FBgn0031865" "FBgn0031865" 6860905 6870389 "2L" "protein_coding"
"FBgn0031868" "FBgn0031868" 6908083 6911423 "2L" "protein_coding"
"FBgn0031871" "FBgn0031871" 6943178 6945289 "2L" "protein_coding"
"FBgn0031872" "FBgn0031872" 6945464 6948808 "2L" "protein_coding"
"FBgn0031873" "FBgn0031873" 6949310 6950207 "2L" "protein_coding"
"FBgn0031874" "FBgn0031874" 6954357 6956950 "2L" "protein_coding"
"FBgn0031875" "FBgn0031875" 6957008 6959104 "2L" "protein_coding"
"FBgn0031876" "FBgn0031876" 6959099 6960328 "2L" "protein_coding"
"FBgn0031877" "FBgn0031877" 6960377 6961653 "2L" "protein_coding"
"FBgn0031881" "FBgn0031881" 7027526 7028959 "2L" "protein_coding"
"FBgn0031882" "FBgn0031882" 7030493 7032606 "2L" "protein_coding"
"FBgn0031883" "FBgn0031883" 7032721 7037878 "2L" "protein_coding"
"FBgn0031885" "FBgn0031885" 7056301 7063586 "2L" "protein_coding"
"FBgn0031886" "FBgn0031886" 7064431 7065837 "2L" "protein_coding"
"FBgn0031888" "FBgn0031888" 7069536 7084635 "2L" "protein_coding"
"FBgn0031893" "FBgn0031893" 7182234 7185529 "2L" "protein_coding"
"FBgn0031894" "FBgn0031894" 7185461 7190010 "2L" "protein_coding"
"FBgn0031895" "FBgn0031895" 7190431 7194588 "2L" "protein_coding"
"FBgn0031896" "FBgn0031896" 7194908 7204264 "2L" "protein_coding"
"FBgn0031897" "FBgn0031897" 7204538 7220033 "2L" "protein_coding"
"FBgn0031904" "FBgn0031904" 7384486 7388253 "2L" "protein_coding"
"FBgn0031909" "FBgn0031909" 7408533 7409809 "2L" "protein_coding"
"FBgn0031913" "FBgn0031913" 7430530 7433516 "2L" "protein_coding"
"FBgn0031914" "FBgn0031914" 7437492 7445882 "2L" "protein_coding"
"FBgn0031937" "FBgn0031937" 7723045 7726298 "2L" "protein_coding"
"FBgn0031939" "FBgn0031939" 7727157 7732670 "2L" "protein_coding"
"FBgn0031947" "FBgn0031947" 7782865 7786061 "2L" "protein_coding"
"FBgn0031948" "FBgn0031948" 7786160 7790557 "2L" "protein_coding"
"FBgn0031950" "FBgn0031950" 7796314 7800058 "2L" "protein_coding"
"FBgn0031951" "FBgn0031951" 7800147 7802098 "2L" "protein_coding"
"FBgn0031952" "FBgn0031952" 7801668 7810703 "2L" "protein_coding"
"FBgn0031968" "FBgn0031968" 7983946 7986785 "2L" "protein_coding"
"FBgn0031969" "FBgn0031969" 7986786 7994184 "2L" "protein_coding"
"FBgn0031971" "FBgn0031971" 7998869 7999676 "2L" "protein_coding"
"FBgn0031972" "FBgn0031972" 7999670 8004286 "2L" "protein_coding"
"FBgn0031973" "FBgn0031973" 8004548 8007210 "2L" "protein_coding"
"FBgn0031974" "FBgn0031974" 8008302 8009477 "2L" "protein_coding"
"FBgn0031975" "FBgn0031975" 8011405 8026898 "2L" "protein_coding"
"FBgn0031977" "FBgn0031977" 8029462 8030565 "2L" "protein_coding"
"FBgn0031979" "FBgn0031979" 8041106 8041879 "2L" "protein_coding"
"FBgn0031980" "FBgn0031980" 8041873 8042909 "2L" "protein_coding"
"FBgn0031981" "FBgn0031981" 8043471 8054326 "2L" "protein_coding"
"FBgn0031985" "FBgn0031985" 8116965 8124010 "2L" "protein_coding"
"FBgn0031987" "FBgn0031987" 8125668 8126890 "2L" "protein_coding"
"FBgn0031988" "FBgn0031988" 8127001 8133989 "2L" "protein_coding"
"FBgn0031990" "FBgn0031990" 8134247 8159638 "2L" "protein_coding"
"FBgn0031992" "FBgn0031992" 8161796 8162452 "2L" "protein_coding"
"FBgn0031995" "FBgn0031995" 8190808 8196918 "2L" "protein_coding"
"FBgn0031996" "FBgn0031996" 8197193 8198813 "2L" "protein_coding"
"FBgn0031997" "FBgn0031997" 8198882 8200652 "2L" "protein_coding"
"FBgn0031998" "FBgn0031998" 8200465 8205132 "2L" "protein_coding"
"FBgn0032000" "FBgn0032000" 8212039 8212902 "2L" "protein_coding"
"FBgn0032001" "FBgn0032001" 8212959 8214135 "2L" "protein_coding"
"FBgn0032002" "FBgn0032002" 8214045 8215239 "2L" "protein_coding"
"FBgn0032005" "FBgn0032005" 8218071 8220741 "2L" "protein_coding"
"FBgn0032006" "FBgn0032006" 8220980 8239878 "2L" "protein_coding"
"FBgn0032010" "FBgn0032010" 8244160 8257502 "2L" "protein_coding"
"FBgn0032013" "FBgn0032013" 8303429 8305376 "2L" "protein_coding"
"FBgn0032014" "FBgn0032014" 8305586 8306741 "2L" "protein_coding"
"FBgn0032015" "FBgn0032015" 8306696 8308192 "2L" "protein_coding"
"FBgn0032016" "FBgn0032016" 8308427 8309961 "2L" "protein_coding"
"FBgn0032017" "FBgn0032017" 8309876 8311195 "2L" "protein_coding"
"FBgn0032018" "FBgn0032018" 8311399 8317011 "2L" "protein_coding"
"FBgn0032020" "FBgn0032020" 8320328 8321285 "2L" "protein_coding"
"FBgn0032024" "FBgn0032024" 8342695 8344378 "2L" "protein_coding"
"FBgn0032026" "FBgn0032026" 8355678 8362469 "2L" "protein_coding"
"FBgn0032029" "FBgn0032029" 8370454 8374250 "2L" "protein_coding"
"FBgn0032030" "FBgn0032030" 8374461 8375549 "2L" "protein_coding"
"FBgn0032031" "FBgn0032031" 8375502 8376797 "2L" "protein_coding"
"FBgn0032032" "FBgn0032032" 8377035 8378206 "2L" "protein_coding"
"FBgn0032033" "FBgn0032033" 8381821 8382807 "2L" "protein_coding"
"FBgn0032034" "FBgn0032034" 8382861 8383657 "2L" "protein_coding"
"FBgn0032036" "FBgn0032036" 8384455 8388804 "2L" "protein_coding"
"FBgn0032042" "FBgn0032042" 8412144 8415256 "2L" "protein_coding"
"FBgn0032047" "FBgn0032047" 8488981 8490546 "2L" "protein_coding"
"FBgn0032050" "FBgn0032050" 8509069 8511866 "2L" "protein_coding"
"FBgn0032051" "FBgn0032051" 8512174 8514868 "2L" "protein_coding"
"FBgn0032052" "FBgn0032052" 8515096 8516755 "2L" "protein_coding"
"FBgn0032053" "FBgn0032053" 8516753 8517380 "2L" "protein_coding"
"FBgn0032054" "FBgn0032054" 8517411 8519176 "2L" "protein_coding"
"FBgn0032058" "FBgn0032058" 8681325 8684376 "2L" "protein_coding"
"FBgn0032059" "FBgn0032059" 8684823 8685955 "2L" "protein_coding"
"FBgn0032074" "FBgn0032074" 8933962 8936096 "2L" "protein_coding"
"FBgn0032075" "FBgn0032075" 8937390 8939743 "2L" "protein_coding"
"FBgn0032076" "FBgn0032076" 8939725 8942105 "2L" "protein_coding"
"FBgn0032077" "FBgn0032077" 8941945 8943257 "2L" "protein_coding"
"FBgn0032078" "FBgn0032078" 8943455 8951216 "2L" "protein_coding"
"FBgn0032084" "FBgn0032084" 8977834 8984872 "2L" "protein_coding"
"FBgn0032101" "FBgn0032101" 9165421 9166514 "2L" "protein_coding"
"FBgn0032116" "FBgn0032116" 9416588 9426342 "2L" "protein_coding"
"FBgn0032117" "FBgn0032117" 9428669 9431052 "2L" "protein_coding"
"FBgn0032120" "FBgn0032120" 9495474 9520696 "2L" "protein_coding"
"FBgn0032123" "FBgn0032123" 9521210 9540060 "2L" "protein_coding"
"FBgn0032129" "FBgn0032129" 9547720 9566750 "2L" "protein_coding"
"FBgn0032130" "FBgn0032130" 9568890 9573572 "2L" "protein_coding"
"FBgn0032135" "FBgn0032135" 9616469 9623109 "2L" "protein_coding"
"FBgn0032136" "FBgn0032136" 9634179 9656026 "2L" "protein_coding"
"FBgn0032138" "FBgn0032138" 9708921 9711271 "2L" "protein_coding"
"FBgn0032140" "FBgn0032140" 9736645 9737949 "2L" "protein_coding"
"FBgn0032147" "FBgn0032147" 9782384 9788499 "2L" "protein_coding"
"FBgn0032149" "FBgn0032149" 9790882 9791958 "2L" "protein_coding"
"FBgn0032150" "FBgn0032150" 9791961 9793107 "2L" "protein_coding"
"FBgn0032153" "FBgn0032153" 9890885 9891336 "2L" "protein_coding"
"FBgn0032154" "FBgn0032154" 9891255 9893446 "2L" "protein_coding"
"FBgn0032156" "FBgn0032156" 9903279 9908633 "2L" "protein_coding"
"FBgn0032157" "FBgn0032157" 9908830 9912608 "2L" "protein_coding"
"FBgn0032160" "FBgn0032160" 9918618 9920120 "2L" "protein_coding"
"FBgn0032161" "FBgn0032161" 9920160 9921459 "2L" "protein_coding"
"FBgn0032162" "FBgn0032162" 9921633 9922860 "2L" "protein_coding"
"FBgn0032166" "FBgn0032166" 9938863 9943058 "2L" "protein_coding"
"FBgn0032167" "FBgn0032167" 9940773 9947648 "2L" "protein_coding"
"FBgn0032168" "FBgn0032168" 9952072 9954181 "2L" "protein_coding"
"FBgn0032169" "FBgn0032169" 9954325 9956176 "2L" "protein_coding"
"FBgn0032170" "FBgn0032170" 9957132 9960168 "2L" "protein_coding"
"FBgn0032171" "FBgn0032171" 9956175 9957237 "2L" "protein_coding"
"FBgn0032172" "FBgn0032172" 9959248 9963949 "2L" "protein_coding"
"FBgn0032184" "FBgn0032184" 10122129 10122771 "2L" "protein_coding"
"FBgn0032187" "FBgn0032187" 10144776 10156407 "2L" "protein_coding"
"FBgn0032191" "FBgn0032191" 10204757 10206961 "2L" "protein_coding"
"FBgn0032193" "FBgn0032193" 10209853 10210681 "2L" "protein_coding"
"FBgn0032194" "FBgn0032194" 10211143 10213721 "2L" "protein_coding"
"FBgn0032195" "FBgn0032195" 10222657 10224447 "2L" "protein_coding"
"FBgn0032196" "FBgn0032196" 10224457 10226808 "2L" "protein_coding"
"FBgn0032197" "FBgn0032197" 10227760 10231692 "2L" "protein_coding"
"FBgn0032198" "FBgn0032198" 10232507 10234450 "2L" "protein_coding"
"FBgn0032200" "FBgn0032200" 10254610 10255891 "2L" "protein_coding"
"FBgn0032202" "FBgn0032202" 10264125 10265229 "2L" "protein_coding"
"FBgn0032204" "FBgn0032204" 10266703 10268748 "2L" "protein_coding"
"FBgn0032205" "FBgn0032205" 10268872 10269904 "2L" "protein_coding"
"FBgn0032208" "FBgn0032208" 10281943 10292365 "2L" "protein_coding"
"FBgn0032210" "FBgn0032210" 10295859 10299847 "2L" "protein_coding"
"FBgn0032213" "FBgn0032213" 10304069 10306594 "2L" "protein_coding"
"FBgn0032214" "FBgn0032214" 10306922 10308045 "2L" "protein_coding"
"FBgn0032216" "FBgn0032216" 10312265 10314396 "2L" "protein_coding"
"FBgn0032217" "FBgn0032217" 10314792 10317569 "2L" "protein_coding"
"FBgn0032218" "FBgn0032218" 10317497 10323102 "2L" "protein_coding"
"FBgn0032219" "FBgn0032219" 10322476 10324990 "2L" "protein_coding"
"FBgn0032222" "FBgn0032222" 10331471 10333129 "2L" "protein_coding"
"FBgn0032223" "FBgn0032223" 10333734 10339185 "2L" "protein_coding"
"FBgn0032224" "FBgn0032224" 10342594 10344223 "2L" "protein_coding"
"FBgn0032229" "FBgn0032229" 10356795 10358078 "2L" "protein_coding"
"FBgn0032230" "FBgn0032230" 10364471 10366410 "2L" "protein_coding"
"FBgn0032231" "FBgn0032231" 10366692 10367946 "2L" "protein_coding"
"FBgn0032234" "FBgn0032234" 10380103 10382864 "2L" "protein_coding"
"FBgn0032236" "FBgn0032236" 10386662 10387652 "2L" "protein_coding"
"FBgn0032240" "FBgn0032240" 10403197 10405203 "2L" "protein_coding"
"FBgn0032242" "FBgn0032242" 10410537 10413463 "2L" "protein_coding"
"FBgn0032243" "FBgn0032243" 10414017 10418991 "2L" "protein_coding"
"FBgn0032244" "FBgn0032244" 10419190 10420612 "2L" "protein_coding"
"FBgn0032246" "FBgn0032246" 10423291 10425482 "2L" "protein_coding"
"FBgn0032247" "FBgn0032247" 10428829 10429988 "2L" "protein_coding"
"FBgn0032248" "FBgn0032248" 10429920 10430918 "2L" "protein_coding"
"FBgn0032250" "FBgn0032250" 10435995 10437316 "2L" "protein_coding"
"FBgn0032251" "FBgn0032251" 10439440 10441047 "2L" "protein_coding"
"FBgn0032253" "FBgn0032253" 10452677 10457241 "2L" "protein_coding"
"FBgn0032256" "FBgn0032256" 10477073 10482975 "2L" "protein_coding"
"FBgn0032258" "FBgn0032258" 10485538 10488622 "2L" "protein_coding"
"FBgn0032259" "FBgn0032259" 10488694 10490461 "2L" "protein_coding"
"FBgn0032261" "FBgn0032261" 10507081 10508032 "2L" "protein_coding"
"FBgn0032264" "FBgn0032264" 10527572 10531778 "2L" "protein_coding"
"FBgn0032287" "FBgn0032287" 10703621 10704930 "2L" "protein_coding"
"FBgn0032290" "FBgn0032290" 10728978 10730302 "2L" "protein_coding"
"FBgn0032292" "FBgn0032292" 10731400 10732423 "2L" "protein_coding"
"FBgn0032293" "FBgn0032293" 10732653 10733307 "2L" "protein_coding"
"FBgn0032295" "FBgn0032295" 10737345 10740762 "2L" "protein_coding"
"FBgn0032296" "FBgn0032296" 10740782 10743935 "2L" "protein_coding"
"FBgn0032297" "FBgn0032297" 10744075 10756325 "2L" "protein_coding"
"FBgn0032298" "FBgn0032298" 10768234 10769952 "2L" "protein_coding"
"FBgn0032304" "FBgn0032304" 10820705 10821967 "2L" "protein_coding"
"FBgn0032305" "FBgn0032305" 10837732 10842597 "2L" "protein_coding"
"FBgn0032321" "FBgn0032321" 10970443 10972093 "2L" "protein_coding"
"FBgn0032322" "FBgn0032322" 10972280 10973408 "2L" "protein_coding"
"FBgn0032329" "FBgn0032329" 11009821 11011086 "2L" "protein_coding"
"FBgn0032330" "FBgn0032330" 11013206 11066998 "2L" "protein_coding"
"FBgn0032339" "FBgn0032339" 11091444 11095096 "2L" "protein_coding"
"FBgn0032341" "FBgn0032341" 11100963 11106645 "2L" "protein_coding"
"FBgn0032343" "FBgn0032343" 11110557 11113061 "2L" "protein_coding"
"FBgn0032346" "FBgn0032346" 11122574 11123567 "2L" "protein_coding"
"FBgn0032348" "FBgn0032348" 11130737 11136003 "2L" "protein_coding"
"FBgn0032350" "FBgn0032350" 11151506 11155721 "2L" "protein_coding"
"FBgn0032354" "FBgn0032354" 11179032 11180430 "2L" "protein_coding"
"FBgn0032358" "FBgn0032358" 11280298 11281920 "2L" "protein_coding"
"FBgn0032363" "FBgn0032363" 11508399 11517081 "2L" "protein_coding"
"FBgn0032377" "FBgn0032377" 11792412 11794086 "2L" "protein_coding"
"FBgn0032378" "FBgn0032378" 11810092 11813780 "2L" "protein_coding"
"FBgn0032382" "FBgn0032382" 11849958 11852881 "2L" "protein_coding"
"FBgn0032388" "FBgn0032388" 11984327 11988039 "2L" "protein_coding"
"FBgn0032390" "FBgn0032390" 11989936 11990979 "2L" "protein_coding"
"FBgn0032391" "FBgn0032391" 11990927 11992848 "2L" "protein_coding"
"FBgn0032393" "FBgn0032393" 11999654 12001244 "2L" "protein_coding"
"FBgn0032394" "FBgn0032394" 12001234 12002266 "2L" "protein_coding"
"FBgn0032395" "FBgn0032395" 12014304 12020960 "2L" "protein_coding"
"FBgn0032397" "FBgn0032397" 12035984 12038511 "2L" "protein_coding"
"FBgn0032398" "FBgn0032398" 12038631 12040689 "2L" "protein_coding"
"FBgn0032399" "FBgn0032399" 12041054 12045200 "2L" "protein_coding"
"FBgn0032400" "FBgn0032400" 12045343 12046118 "2L" "protein_coding"
"FBgn0032404" "FBgn0032404" 12056326 12058251 "2L" "protein_coding"
"FBgn0032407" "FBgn0032407" 12091822 12095250 "2L" "protein_coding"
"FBgn0032408" "FBgn0032408" 12095176 12096511 "2L" "protein_coding"
"FBgn0032409" "FBgn0032409" 12097838 12100839 "2L" "protein_coding"
"FBgn0032419" "FBgn0032419" 12170550 12171232 "2L" "protein_coding"
"FBgn0032420" "FBgn0032420" 12171204 12172586 "2L" "protein_coding"
"FBgn0032421" "FBgn0032421" 12172981 12174091 "2L" "protein_coding"
"FBgn0032422" "FBgn0032422" 12175451 12177886 "2L" "protein_coding"
"FBgn0032429" "FBgn0032429" 12426631 12427709 "2L" "protein_coding"
"FBgn0032430" "FBgn0032430" 12428028 12430021 "2L" "protein_coding"
"FBgn0032444" "FBgn0032444" 12690336 12692934 "2L" "protein_coding"
"FBgn0032445" "FBgn0032445" 12692993 12693939 "2L" "protein_coding"
"FBgn0032446" "FBgn0032446" 12693872 12694988 "2L" "protein_coding"
"FBgn0032449" "FBgn0032449" 12698918 12700746 "2L" "protein_coding"
"FBgn0032450" "FBgn0032450" 12700949 12704451 "2L" "protein_coding"
"FBgn0032451" "FBgn0032451" 12704725 12706683 "2L" "protein_coding"
"FBgn0032453" "FBgn0032453" 12707661 12708680 "2L" "protein_coding"
"FBgn0032454" "FBgn0032454" 12708792 12712952 "2L" "protein_coding"
"FBgn0032455" "FBgn0032455" 12713276 12721843 "2L" "protein_coding"
"FBgn0032456" "FBgn0032456" 12719045 12766546 "2L" "protein_coding"
"FBgn0032465" "FBgn0032465" 12993757 13000635 "2L" "protein_coding"
"FBgn0032467" "FBgn0032467" 13013276 13019434 "2L" "protein_coding"
"FBgn0032472" "FBgn0032472" 13142445 13142903 "2L" "protein_coding"
"FBgn0032474" "FBgn0032474" 13163209 13166072 "2L" "protein_coding"
"FBgn0032475" "FBgn0032475" 13169649 13176785 "2L" "protein_coding"
"FBgn0032476" "FBgn0032476" 13177150 13178978 "2L" "protein_coding"
"FBgn0032477" "FBgn0032477" 13179247 13183495 "2L" "protein_coding"
"FBgn0032478" "FBgn0032478" 13183450 13184875 "2L" "protein_coding"
"FBgn0032479" "FBgn0032479" 13183849 13191979 "2L" "protein_coding"
"FBgn0032480" "FBgn0032480" 13192201 13197281 "2L" "protein_coding"
"FBgn0032481" "FBgn0032481" 13197102 13203295 "2L" "protein_coding"
"FBgn0032482" "FBgn0032482" 13203762 13210828 "2L" "protein_coding"
"FBgn0032485" "FBgn0032485" 13216290 13219923 "2L" "protein_coding"
"FBgn0032486" "FBgn0032486" 13219979 13221398 "2L" "protein_coding"
"FBgn0032487" "FBgn0032487" 13221397 13222429 "2L" "protein_coding"
"FBgn0032488" "FBgn0032488" 13222587 13224545 "2L" "protein_coding"
"FBgn0032499" "FBgn0032499" 13286777 13289556 "2L" "protein_coding"
"FBgn0032505" "FBgn0032505" 13347773 13349020 "2L" "protein_coding"
"FBgn0032509" "FBgn0032509" 13366447 13367410 "2L" "protein_coding"
"FBgn0032511" "FBgn0032511" 13370103 13371110 "2L" "protein_coding"
"FBgn0032512" "FBgn0032512" 13371427 13373890 "2L" "protein_coding"
"FBgn0032513" "FBgn0032513" 13374019 13376404 "2L" "protein_coding"
"FBgn0032514" "FBgn0032514" 13376455 13378538 "2L" "protein_coding"
"FBgn0032515" "FBgn0032515" 13382652 13385671 "2L" "protein_coding"
"FBgn0032516" "FBgn0032516" 13385848 13387312 "2L" "protein_coding"
"FBgn0032517" "FBgn0032517" 13387571 13393959 "2L" "protein_coding"
"FBgn0032518" "FBgn0032518" 13393687 13395131 "2L" "protein_coding"
"FBgn0032524" "FBgn0032524" 13444103 13445651 "2L" "protein_coding"
"FBgn0032586" "FBgn0032586" 16491540 16507621 "2L" "protein_coding"
"FBgn0032587" "FBgn0032587" 16508078 16532877 "2L" "protein_coding"
"FBgn0032595" "FBgn0032595" 16730458 16731039 "2L" "protein_coding"
"FBgn0032596" "FBgn0032596" 16731180 16732133 "2L" "protein_coding"
"FBgn0032597" "FBgn0032597" 16732550 16733624 "2L" "protein_coding"
"FBgn0032600" "FBgn0032600" 16743405 16753704 "2L" "protein_coding"
"FBgn0032601" "FBgn0032601" 16754336 16758283 "2L" "protein_coding"
"FBgn0032603" "FBgn0032603" 16791568 16793444 "2L" "protein_coding"
"FBgn0032614" "FBgn0032614" 16842300 16848716 "2L" "protein_coding"
"FBgn0032618" "FBgn0032618" 16879517 16886319 "2L" "protein_coding"
"FBgn0032620" "FBgn0032620" 16900535 16902218 "2L" "protein_coding"
"FBgn0032633" "FBgn0032633" 17367511 17384115 "2L" "protein_coding"
"FBgn0032634" "FBgn0032634" 17409698 17410406 "2L" "protein_coding"
"FBgn0032635" "FBgn0032635" 17410641 17413499 "2L" "protein_coding"
"FBgn0032639" "FBgn0032639" 17456670 17458044 "2L" "protein_coding"
"FBgn0032640" "FBgn0032640" 17471603 17474773 "2L" "protein_coding"
"FBgn0032642" "FBgn0032642" 17481231 17482037 "2L" "protein_coding"
"FBgn0032643" "FBgn0032643" 17481988 17484307 "2L" "protein_coding"
"FBgn0032644" "FBgn0032644" 17484501 17485624 "2L" "protein_coding"
"FBgn0032646" "FBgn0032646" 17499268 17501106 "2L" "protein_coding"
"FBgn0032652" "FBgn0032652" 17591315 17592299 "2L" "protein_coding"
"FBgn0032656" "FBgn0032656" 17963379 17974868 "2L" "protein_coding"
"FBgn0032671" "FBgn0032671" 18157110 18159272 "2L" "protein_coding"
"FBgn0032681" "FBgn0032681" 18472964 18484513 "2L" "protein_coding"
